4	27	27	2	27	4	4	11	4	4	4	13	27	27	4	27	27	27	4	27	27	27	4	11	4	10	27	27	27	2	27	2	14	11	27	27	4	4	27	4	27	4	13	27	14	4	27	2	27	10	27	27	27	10	4	4	2	3	5	3	3	3	3	3	4	4	4	27	4	4	27	27	14	14	27	13	27	27	4	4	4	27	27	9	10	10	27	3	3	7	4	4	4	4	4	27	27	27	27	2	4	27	27	4	4	4	4	27	28	4	4	4	4	4	27	4	4	4	27	4	-1	2
4	4	27	27	27	25	3	4	4	27	4	27	28	28	4	29	4	12	12	12	4	27	28	26	26	25	25	26	27	27	26	27	27	27	11	27	4	4	27	4	27	4	4	4	4	4	4	4	7	4	7	7	4	7	29	4	4	4	4	3	3	3	4	4	27	27	4	27	27	2	27	26	4	4	26	4	4	4	4	4	4	4	4	27	25	28	11	25	2	28	28	31	31	12	31	4	4	28	28	27	10	27	28	28	28	31	31	28	4	4	31	4	28	4	4	4	31	28	28	28	-1
4	4	27	27	4	4	27	27	27	27	27	4	4	27	11	4	27	2	4	27	2	11	28	4	27	27	4	27	27	27	27	27	26	26	28	27	27	27	4	4	4	4	4	4	27	27	2	27	27	27	27	4	4	27	4	27	27	4	4	27	4	4	4	4	27	27	27	27	27	11	4	28	4	4	28	27	4	4	28	4	4	4	27	27	4	4	28	14	4	4	4	4	4	4	4	4	28	4	4	4	4	4	4	4	4	4	29	4	27	4	4	28	27	4	25	27	4	11	27	4	-1
27	27	4	4	27	27	27	10	27	27	27	2	27	4	27	12	12	12	12	11	11	12	12	12	12	12	12	12	12	12	12	12	28	12	27	28	4	27	4	28	28	27	27	10	27	27	27	27	25	27	27	27	26	28	4	4	2	27	25	27	28	28	31	14	14	14	14	14	14	14	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	27	27	28	2	27	27	27	26	27	4	27	27	4	27	4	27	4	10	28	27	11	26	2	26	25	2	2	2	27	27	27	27	27	27	4	-1
29	4	25	27	27	27	25	27	27	27	27	4	4	28	10	27	27	4	29	4	4	29	29	4	4	31	4	4	4	4	29	31	30	4	4	31	29	4	27	27	4	29	4	29	4	29	4	4	4	4	4	4	4	4	27	4	27	4	27	27	27	27	14	27	27	4	27	10	27	27	27	2	2	2	27	4	4	27	2	27	27	4	27	27	27	4	27	27	4	10	2	27	27	27	4	4	27	27	27	27	27	10	27	27	27	27	27	4	4	27	4	26	27	11	27	25	27	2	27	4	-1
27	14	27	2	27	4	4	27	28	27	27	2	2	4	27	27	27	13	27	14	27	27	27	2	2	2	27	27	25	27	27	27	27	10	27	27	27	25	25	27	27	27	4	27	2	27	27	11	4	27	27	27	27	31	31	31	31	4	4	31	4	31	31	4	31	31	29	8	29	7	3	3	3	3	3	4	4	3	3	3	3	3	3	7	4	4	3	3	3	4	27	4	3	11	4	4	4	4	4	7	4	4	29	7	7	7	7	7	7	7	4	4	4	5	2	2	2	4	4	7	-1
27	27	2	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	2	27	27	27	4	27	11	27	27	26	27	4	27	27	4	27	27	10	2	10	4	27	4	27	2	4	4	4	4	4	4	23	6	6	23	13	4	28	27	27	27	27	27	27	27	27	27	27	28	27	2	11	2	2	4	4	10	10	10	27	10	27	27	5	2	2	27	27	11	10	10	28	23	23	13	14	14	27	28	27	27	10	10	27	27	27	27	27	25	27	2	27	27	28	4	27	2	3	3	-1
27	4	12	10	23	23	23	13	27	27	10	4	13	14	23	4	4	4	4	28	28	27	4	27	4	28	28	4	27	27	27	27	4	27	4	27	4	4	7	4	4	4	29	31	28	31	24	24	24	29	30	29	31	31	31	31	4	4	4	31	4	28	28	28	28	4	2	4	4	4	4	4	27	27	28	27	27	27	2	27	28	27	27	28	27	11	27	25	25	2	3	27	4	31	31	4	31	28	4	31	24	14	4	31	4	29	4	4	4	2	23	14	13	4	2	2	2	2	2	2	-1
24	31	29	29	31	31	31	31	4	31	4	4	4	29	29	31	31	31	14	27	27	27	4	4	4	29	4	29	29	29	29	29	7	4	29	29	4	29	4	4	31	31	31	31	31	31	31	4	4	4	4	31	31	31	4	4	4	4	4	4	31	4	4	4	4	4	4	4	31	31	31	31	4	31	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	-1
11	27	27	11	4	27	27	27	27	27	27	27	26	27	26	4	27	27	27	27	4	2	27	27	27	27	27	2	2	27	2	4	27	4	27	27	27	27	27	27	27	27	27	28	11	27	27	27	27	4	27	27	27	4	27	26	27	2	11	2	27	4	10	11	27	27	10	11	27	27	27	27	27	28	10	27	10	2	27	27	2	27	27	27	27	27	27	27	10	27	27	27	27	27	4	27	27	2	27	10	27	27	27	27	2	27	27	10	27	10	10	27	4	27	2	27	27	27	27	2	-1
